text,sentiment
"@tanyarlfes Padahal ga ada cuci pakaian ya? Biasanya rasa kaya gitu tuh akibat deterjen, tapi kalau cuci piring doang, sabunnya masih enak sih kena tangan. Coba pakai lotion biar ga kering + cuci piringnya pakai sarung tangan gitu nder. Kalau kapalan kurang tau atasinnya gimana.",negative
@isfunnyyyy Nyaman banget rasanya,positive
@arina_ayunda nyaman banget kepala itu ya,positive
@arthuranggga enak sih pastiii,positive
@luneafaw Keren  jadinya pasti nyaman banget,positive
@isfunnyyyy Jadi nyaman banget sih,positive
@Aurorakenayu enak sih ini pastinya,positive
@celaluciyal enak sih ini pastii,positive
@celiayakult nyaman banget pasti ini,positive
@celiayakult Enak sih past,positive
@celiayakult Pasti nyaman banget ya bang,positive
@akonalvin @tokopedijee Tpi enak sih🤤,positive
@keinara151223 wah  enak sih,positive
@celiayakult Kelihatannya cowoknya nyaman banget,positive
@andri270413 Kelihatanya bakal enak sih,positive
@Aurorakenayu Wah sperti nya enak sih ni,positive
@keinara151223 buh enak sih ya,positive
@letus_back enak sih kalau kecepit,positive
"Hmm enak sih kalo buat cari fandom kecil,tp engagement nya tuh ga bisa sebanyak twit. Tp kadang2 terkejut juga art 5 taun lalu ada yg nge like",positive
"buat Artist! yang lagi galau mau pindah ke mana, ada yang mau coba tumblr? https://t.co/rURKuYxdv6",neutral
@keinara151223 Kayak enak sih,positive
"Kakk? jilat ludah sendiri itu emang paling enak sih

#DareYouToDeathEP2",positive
"ARE U SURE BESTIE?

#DareYouToDeathEP2 https://t.co/o5QgtzaaUV",negative
@cheese_nastar Memang nyaman banget sih,positive
@bertoalmemet Kayak enak sih,positive
"@1 awalnya ga direncanain bakalan suka sm dia, tp seiring berjalannya waktu nyaman banget kalo sama dia tu, kek nemu safe place nya aku, mau sm dia terus, gasuka dia kalo sama yg lain wkwk",positive
@beserpe lu demen dia karena apanya?,negative
Yg baru ini lgsg jd favorit aku karna wanginya enak sih hahah,positive
"any deorex user??? nih ada gebrakan dari @deorex_official mereka launching varian terbaruuuu!!!😩
“Body Odorizer Extra Bright Peach”🍑✨

yg punya struggle keti gelap, bulu lebat, atau bau badan wajib cobainn🫵🏻 https://t.co/gkvvsZdkCE",positive
@isfunnyyyy hehe nyaman banget,positive
@celiayakult Kayaknya enak sih,positive
@nksthi tapi libur panjang gak ada duit juga gak enak sih wkwkwkkw,negative
"@Hanif_nff the best game open word sepanjang masa, random event/easter eggsnya bikin betah maen rdr2",positive
@grinndey Wah enak sih ini ya,positive
@iraseorita pasti enak sih,positive
"@saikyoulogy Org' kok niat bgtt 😭😭✋🏻tp jdi enak sih bacanya wkwkw
Gomawo ka ell akan ku baca nanti^^",positive
@iamdroid_02 kayaknya nyaman banget deh,positive
"@papantengah MGP, yang bikin betah bgt nonton Rovers wkwkwk 😂 sekarang klubnya bisa bgt degradasi ke League One kalo ga ada perbaikan 😂",positive
@mriky3 keliatan nyaman banget ya,positive
@hooplaa_ Kaos kaki nya kayak nyaman banget,positive
@tffypsh enak sih ini keknya,positive
"@lasforteza Hehe iyaa. Aamiin, makasih noona! Semoga noona juga. Bener, nyaman banget tidur di pukpuk.",positive
@tanyakanrl Kentu enak sih makanya berburu tempik artis terus,positive
@Intanlstr_ itu enak sih pasti,positive
@iamdroid_02 Kayaknya udah nyaman banget untuk tidur,positive
@txtdrpaksu kamarnya nyaman banget pasti,positive
@Hojungl Iya kan jadi padat penduduk ntar gabisa nyaman lagi tinggal disana. Kayanya pada milih karna suasana disitu tuh nyaman banget. Udah keliatan banget ini mah semangat 45 kakak buat nyambut tahun baru.,positive
"@Chaemwon Aku, aku, aku! Terakhir kita serumah dimana ya? Maaf admin short-term memory.. emang kemarin Guides ngasih tau apaa? Aku suka Switzerland soalnya kaya negara impian gitu keliatan nyaman banget buat ditinggali.",positive
"@Sohykn Glad to have you here too, kakak! Di form aku jawabnya Bekasi sih.. Kakak jawabnya apa pas di form? Iyaa negaranya cantik banget jadi pasti nyaman banget disitu. Aku ganti Italia biar bisa cobain makanan baru disana kayak pasta? Ngakak semoga habis ini dadakan dapet status baru..",negative
@painsting nyaman banget sih,positive
@safranzo enak sih tp bosen,positive
@JangkrikGalau_ Pasti enak sih,positive
@arthuranggga Enak sih kelihatanya,positive
GAK NYAMAN BANGET,positive
"a hyeonkeon au
— merry christmas, please don't call https://t.co/Q8tjjqCTkK",neutral
@celaluciyal Enak sih imi,positive
"Drama ini mmg ngga rekom untuk kelen2 yg suka romcom. Tp aku pun yg ngga suka drama berat lumayan menikmati penyiksaan drama ini. (⁠⁠╹⁠▽⁠╹⁠⁠) Overall, drama ini oke untuk ditonton tp perlu perhatikan trigger warning sebelum nonton, ya. Visual abang Bin jg bikin betah kok https://t.co/scFD55TNdf",positive
@wionaxy enak sih pasti itu,positive
@softy_queen05 enak sih jelas,positive
@Keripikkentankk bdg bikin betah soalnye haha,positive
@CrafterVib psti enak sih,positive
@griffithsayang @whiteswanco MERRY CHRISTMAS GRINOIR!! 🎄❄️Alanoir kamu nyaman banget sampe lupa ada griffith yah 😭,positive
@gektimbul Enak sih inii,positive
@keinara151223 enak sih tapi klo sebanyak itu gimana sih,negative
"@benadictus666 Enak sih cuma dengan harga segitu mending yg lain wkwk 

Bligung enak semuaa dia tipe nasi campur babi guling samcam gt yg seporsi lengkap semua aja bestt",positive
@rafuckd paling enak sih ini. udah gantung aja,positive
@neesangwon berarti itu kalo misalnya mati lampu aku harus melet terus gitu ya biar terang? 😭 hm kalo dari beberapa review sih katanya enak sih bener tapi warnanya nempel banget kayak lem tikus,negative
@pesonanegri emg enak sih itu ma,positive
"rill anjirr make sepatu ini buat kuliah sama dipake pas pergi jauh nggak ngerasa pegel kali, malah nyaman banget dan empuk",positive
"Wdyt about this brand? 
Katanya Skechers itu sepatu yang “nggak pernah salah” mau dipakai siapa pun, di level income apa pun.

Awalnya aku skeptis. Tapi setelah nyoba sendiri, sekarang paham kenapa. 
Empuk, ringan, dan konsisten nyaman dipakai seharian. https://t.co/9k9PSIviak",positive
@esatudua_ bukan aku banget lagi😭 tapi ada vanilla tbs yang enak sih,positive
@showrcut enak sih ini,positive
@holayinn enak sih itu pastinya,positive
"Super happy bangettt nemuin top stripe yang gaa pasaran beginii🥺✨

Kombinasi peplum dan knitnya bikin look keliatan lebih feminin tapi tetep simple. Inii bahannya juga adem, nggak bikin gerah, dan nggak tipis sama sekaliii plis bener bener nyaman banget dipakai seharian🤍🤍🤍 https://t.co/b8aFlHD7df",positive
"@franshawman valid, emng nyaman banget buat WFC si arah coffee nih, enjoy yaaa!",positive
@frontyardmt jujur emang enak sih,positive
@muh_safrianto enak sih itu pastinya,positive
@Dinaaaaa_12 enak sih kayaknya,positive
@wionaxy Enak sih ini,positive
Bukan pernah lagi tapi sering  sedang difase dah nyaman banget kemana-mana sendirian,positive
https://t.co/VwsxBenT7y,neutral
@sunghonob @ENHYPEN Halo abang Reign! Kalau ke Turkiye aku lebih minat lihat-lihat historical site nya sih karena banyak banget yang bagus disana! Makanannya esp dessert juga kayaknya enak-enak sih,positive
@pliskevt Keknya enak sih,positive
"tapi aku gak totally move sih, ig as backup aja. soalnya jujur udah nyaman banget disini, cuman gimana ya.. aku benci banget jalau art-ku masuk ke ai.. tapi, untuk commis bakal tetep up disini kecuali hasil commisnya. pls be nice to artist.",negative
@beeaane enak sih,positive
@Anythingvid kayanya enak sih ya,positive
@Antihero999 Enak sih ya kelihatan nya,positive
@sigwemas Enak sih ya kelihatan nya,positive
@rajameru Enak sih ya kelihatan nya,positive
@sstrongerrr Enak sih ya kelihatan nya,positive
@sasaknese_ Enak sih ya kelihatan nya,positive
@LoHGs Enak sih ya kelihatan nya,positive
@janggal1804 Enak sih ya kelihatan nya,positive
@liteclips Enak sih ya kelihatan nya,positive
@rafikarchmwt enak sih ini,positive
@frasesxlove Enak sih ya kelihatan nya,positive
jadi cika juga gak enak sih ditinggal tbtb gt dalam keadaan dia gatau apa apa TAPI YA GMN YA JADI IAN JUGA PUCING,negative
469 https://t.co/5ZYmvDQwgw,neutral
@cheesatos turu + hujan deras dan dingin enak sih,positive
@rajedalla emang enak sih ini kayaknya,positive
@NanangAeolus Enak sih ya kelihatan nya,positive
"@ASafitir92075 @sezxiexie @txtdarionlshop Tapi selama pakai hmns ini orang sekitarku ngga ada yang bilang wanginya enak sih kak, sementara merk lain udah beberapa kali dibilang wanginya enak",negative
@Intanlstr_ pasti enak sih itu,positive
@lagimacul Nyaman banget ya,positive
@Listihana @txtdarionlshop iya kak krn wanginya emg enak sih😭,positive
"@sooiemoroll Nasi sm susu emang enak sih tapi kalau ayam geprek belum pernah
Infokan kalau beneran enak",positive
@lacunaest tp diksih icecream enak sih,positive
"Isinya keluarga2 yg mostly menengah-bawah, 

So sebenarnya bukan yg ‘nyaman’ banget, bikin program kerja aja dipirit2.

Balik lg ke konflik awal, bbrp majelis kontra dgn inisiasi itu karena persembahan event tahunan itu bisa cover biaya operasional grj bbrp bulan dsb",negative
@Muktafs12 enak sih ini,positive
"Ini emang enak sih jujurrrr, seger banget.",positive
hmns elea still the GOAT this year🥇 https://t.co/RFBqK1AOKg,positive
@PerempuanStory Bikin nyaman banget yaa,positive
"tiap pulang kerja pasti terkenang pas banjir besar waktu itu, pengalaman pertama hidup nerjang banjir setinggi itu, musibah buat banyak orang dan ninggalin trauma, tapi disaat yg bersamaan rumahku waktu itu terasa nyaman banget, ramai karna semuanya kumpul tapi damai 🥹",positive
"Bagus buat ditonton santai, sangat menyentuh hati dan yang bikin betah nonton tu visualnya si violet karena secantik itu huhuu",positive
@anfess_ violet evergarden,neutral
"-creamnya enak. Texture donatnya kayak pumpkin donat sih, jd ga begitu soft. Prefer donatopia kayaknya deh lebih tempting.
5. Terakhir miso the story 8/10. Enak sih tapi yg sesame beef kurang gurih rasanya. https://t.co/NUTtwvl8fx",positive
@Hurairah___1 enak sih ini,positive
@tokopedijee Enak sih ya kelihatan nya,positive
"Black jack enak sih full coklat, ada tekstur crispy dari glazenya, rasio pait coklat ama manisnya balance dan padu banget, tapi yang berkesan adalah pesanan gue setelah nya, Alcapone, manis cokelat putihnya enak bgt Krispy dan rasa nutty dari almond yang ga ditemuin di black jack",positive
@showrcut itu enak sih pasti,positive
@__MeIsMine nyaman banget yaa kucingnya,positive
@masvdcss Wih enak sih dilihat ini,positive
@Anythingvid enak sih itu,positive
@cacacicaak Nyaman banget nih tempat nya,positive
